Original - codPostal,Original - nomeRegiao,Original - agrupamento,Original - nomeAgrupamento,Original - email,Original - latitude,Original - longitude,Original - codPostalDescricao,Original - morada,Original - nomeNucleo,Original - site
4755-412,Braga,0937,Pousa,937pousa.cne@gmail.com,41.49904189999999,-8.5940814,Barcelos,Largo D. Joaquina Lopes Leal nº 3,Barcelos,
7645-000,Beja,0938,Vila Nova de Milfontes,geral@agr938.cne-escutismo.pt,37.7240021,-8.781755199999999,Vila Nova de Milfontes,"Igreja Matriz (Igreja de Nª Sra. da Graça)
Largo Diário de Notícias",,
3090-495,Coimbra,0939,Paião,geral@agr939.cne-escutismo.pt,40.0719789,-8.8031883,Paião,"Rua Direita, 33",Beira-Mar,
2305-101,Santarém,0941,Asseiceira,geral.941@escutismo.pt,39.5234591,-8.403398899999999,Asseiceira Tmr,"Rua Paulo VI, 2",,
9930-909,Açores,0942,Ribeirinha,geral.942@escutismo.pt,38.3997677,-28.2519641,Lajes do Pico,Ribeirinha,Pico,
9125-101,Madeira,0943,Assomada,agrupamento943@gmail.com,32.655787,-16.828479,Caniço,"Caminho da Mãe-de-Deus, 39",,
9880-021,Açores,0944,Guadalupe,geral@agr944.cne-escutismo.pt,39.056076,-28.026909,Santa Cruz da Graciosa,Caminho da Igreja,Graciosa,
2350-248,Santarém,0945,Pedrogão,pedrogao.agrupamento945@gmail.com,39.5226339,-8.5913576,Pedrogão,Rua do Rossio Verde nº 31,,
9940-340,Açores,0946,São Roque do Pico,maria.an.silva@hotmail.com,38.5157519,-28.3096891,São Roque do Pico,Estrada Regional,Pico,
4840-060,Braga,0947,Chorense,amartins465@gmail.com,41.7185174,-8.3082966,Terras de Bouro,Lugar do Assento,Braga,
5070-361,Vila Real,0949,Sanfins do Douro,geral@agr949.cne-escutismo.pt,41.294061,-7.516678199999999,Sanfins do Douro,Casa das Almas - Rua Alem da Igreja,,
9700-000,Açores,0953,São Bartolomeu,geral@agr953.cne-escutismo.pt,38.6753236,-27.2944926,São Bartolomeu de Regatos,Centro Social e Paroquial de S. Bartolomeu,Terceira,
4905-231,Viana Castelo,0955,Santa Maria Carvoeiro,geral@agr955.cne-escutismo.pt,41.6501498,-8.6595213,Carvoeiro VCT,Lugar de Fontes,,www.agr955.cne-esutismo.pt
3500-702,Viseu,0956,Repeses,geral@agr956.cne-escutismo.pt,40.6371247,-7.922582500000001,Viseu,"Rua Campo de Futebol, nº 73 - Repeses",,
4690-000,Lamego,0957,Cinfães,geral.957@escutismo.pt,41.071713,-8.0898477,Cinfães,Casa da Tulha,,
4820-430,Braga,0961,Fornelos,david.74@sapo.pt,41.46513119999999,-8.175429400000001,Fafe,Rua da Igreja,Fafe,
4820-582,Braga,0962,São Martinho de Quinchães,cne0962@sapo.pt,41.43622209999999,-8.1408135,Quinchães,"Rua do Parque, 46",Fafe,
4820-526,Braga,0963,São Martinho - Moreira Rei,geral.963@escutismo.pt,41.47961129999999,-8.1126284,Moreira do Rei,Assento - Moreira do Rei,Fafe,http://agr963.cne-escutismo.pt/
4820-072,Braga,0964,Estorãos,cne-estoraos@hotmail.com,41.4508217,-8.172861899999999,Fafe,Escola Primária,Fafe,
4820-500,Braga,0966,Medelo,escuteirosdemedelo@hotmail.com,41.470289,-8.1562991,Fafe,"Avenida João Paulo II, nº 1065",Fafe,http://geocities.yahoo.com.br/escuteirosdemedelo/
2985-000,Setúbal,0967,Pegões,geral@agr967.cne-escutismo.pt,38.6868701,-8.5995773,Pegões,Parque Agrícola de Pegões,,
9630-128,Açores,0968,Lomba da Fazenda,cne_agr968@sapo.pt,37.846004,-25.160657,Nordeste,Rua Dinis José da Silva 12,São Miguel,
3750-050,Aveiro,0969,Aguada de Cima,geral.969@escutismo.pt,40.5187039,-8.426565999999999,Aguada de Cima,Centro paroquial de Aguada de Cima,,http://agr969.cne-escutismo.pt
3770-355,Aveiro,0970,São Pedro de Palhaça,geral.970@escutismo.pt,40.5272796,-8.6001897,Palhaça,"Rua Manuel Oliveira, 3",,http://agr970.cne-escutismo.pt/
3560-227,Viseu,0971,Sátão,fernandesilv@sapo.pt,40.7439429,-7.7341828,Satão,Igreja Nova - R. Augusto Xavier,,http://scouts971.skyblog.com
3420-136,Coimbra,0972,Midões,geral.972@escutismo.pt,40.3848877,-7.950842,Midões TBU,"Rua da Igreja, 8",Centro-Norte,
9900-491,Açores,0973,Ribeirinha,geral.973@escutismo.pt,38.5904748,-28.6133514,Horta,Rua da Igreja S/N,Faial,http://agr973.cne-escutismo.pt
9545-535,Açores,0974,São Vicente Ferreira,luisalves85@hotmail.com,37.820342,-25.662878,São Vicente Ferreira,"Rua do Outeiro - Parque de Estacionamento José do Rego Amaral, S/N",São Miguel,
9800-000,Açores,0975,Rosais,geral@agr975.cne-escutismo.pt,38.6839843,-28.2131879,Velas,Relvas - Rosais,São Jorge,
9680-305,Açores,0976,Água D'Alto,,37.719157,-25.455032,Vila Franca Campo,"Rua da Lombinha, 58",São Miguel,
2490-528,Leiria,0977,Ourém,geral.977@escutismo.pt,39.6558278,-8.578269799999999,Ourém,"Rua Carvalho Araújo, 23",,
5340-152,Bragança,0978,Grijó,,41.5014177,-6.976905599999999,Grijó - Macedo de Cavaleiros,"Rua da Amargura, S/N",,
7220-401,Évora,0979,Portel,galhanopires@hotmail.com,38.309919,-7.707485999999999,Portel,"Rua de São Paulo, 12",,
3730-103,Porto,0980,Cepelos,geral.980@escutismo.pt,40.8389239,-8.3296954,Cepelos,Rua Padre Joaquim Tavares n.º 807 - Gatão,Terras de Santa Maria,
4920-012,Viana Castelo,0981,Campos,roleira.marinho@gmail.com,41.9598786,-8.700208199999999,Vila Nova Cerveira,Rua da Igreja,,
3560-102,Viseu,0982,S. Miguel,geral@agr982.cne-escutismo.pt,40.7136965,-7.6967532,Rio de Moinhos SAT,Igreja - Sede dos Escuteiros,,http://www.agr982.cne-escutismo.pt
2560-218,Lisboa,0983,São Pedro da Cadeira,geral.983@escutismo.pt,39.0690262,-9.372423699999999,São Pedro da Cadeira,"Rua do Salão Paroquial, 8 - Cave",Oeste,http://agrup983cne.jimdo.com
4430-608,Porto,0986,Vilar de Andorinho,geral.986@escutismo.pt,41.1077992,-8.5664976,Vila Nova de Gaia,"Rua Bento Espinosa, 266 Ld",Douro Sul,http://agr986.cne-escutismo.pt
2240-347,Coimbra,0988,Ferreira do Zêzere,geral.988@escutismo.pt,39.6963306,-8.287469099999999,Ferreira do Zêzere,Rua Dr. António Baião nº 8,Mondego-Sul,http://agr988.cne-escutismo.pt/
4900-436,Viana Castelo,0990,Nossa Senhora de Fátima,geral@agr990.cne-escutismo.pt,41.6918275,-8.834410099999999,Viana do Castelo,"Travessa à R: Eça de Queirós 
(traseiras do Jardim Infantil da Paróquia)
Viana do Castelo",,www.agr990.cne-escutismo.pt
7670-000,Beja,0992,Ourique,geral.992@escutismo.pt,37.6525294,-8.2250402,Ourique,"Rua São João de Deus, 3",,
4480-815,Braga,0994,Caxinas,miltonfcastro@hotmail.com,41.35336,-8.742969199999999,Vila do Conde,Paróquia de Caxinas,Cego do Maio,
1200-811,Lisboa,0996,Santos-o-Velho,geral.996@escutismo.pt,38.7070519,-9.157326699999999,Lisboa,"Rua Santos O Velho, 15 - Igreja Paroquial",Lisboa Ocidental,www.agr996.pt.vu
2665-015,Lisboa,0997,Azueira,agrup997azueira@gmail.com,39.0051796,-9.292126999999999,Azueira,Largo do Cocho,Oeste,
9400-000,Madeira,0999,Porto Santo,agrupamento999@gmail.com,-22.7708416,-41.9022545,Porto Santo,Sitio da Ponta,,
3885-736,Porto,1000,Maceda,geral.1000@escutismo.pt,40.9351338,-8.608815399999999,Maceda,"Rua da Ordem nº 666, Apartado 57",Terras de Santa Maria,
4820-550,Braga,1002,São Vicente de Passos,cne1002@gmail.com,41.4639891,-8.217528099999999,Fafe,Lugar do Assento,Fafe,
4850-194,Braga,1004,Guilhofrei,fernandosdecastro@hotmail.com,41.5725857,-8.129315,Vieira do Minho,Penelas,Vieira do Minho,
4710-617,Braga,1005,Crespos,orlando.netovieira@gmail.com,41.6047923,-8.361143799999999,Braga,Lugar da Igreja Crespos,Braga,
0000-000,Lamego,1006,Tarouca,geral.lamego@escutismo.pt,,,,,,
2550-012,Lisboa,1007,Alguber,geral.1007@escutismo.pt,39.2787601,-9.0124139,Cadaval,"Rua da Heroína, Nº 6",Oeste,
2625-486,Lisboa,1008,Forte Casa,agrupamento.1008.fortedacasa@gmail.com,-8.033312799999999,-34.9186523,Forte da Casa,Igreja Paroquial do Forte da Casa,Solarius,
8200-513,Algarve,1009,Paderne,geral.1009@escutismo.pt,37.1763611,-8.201379599999999,Paderne,Praça Republica Nº 8,,http://agr1009.cne-escutismo.pt
2835-000,Setúbal,1011,Lavradio,geral@agr1011.cne-escutismo.pt,38.667004,-9.0550262,Lavradio,Igreja Paroquial,,http://agr1011.cne-escutismo.pt
2125-033,Santarém,1012,Glória do Ribatejo,geral.1012@escutismo.pt,39.0422245,-8.6403363,Glória do Ribatejo,Salão Paroquial - Largo D. Pedro I,,
6350-228,Guarda,1014,Senhora das Neves,geral.1014@escutismo.pt,40.7252491,-6.904109,Almeida,Rua da Muralha,,
4750-000,Braga,1016,Ucha São Romão,geral.1016@escutismo.pt,41.5798559,-8.520225699999999,UCHA BCL,"Rua da Areosa, 93",Barcelos,
4715-538,Braga,1017,Sobreposta,antonio.s.teixeira@sapo.pt,41.5518512,-8.3345378,Braga,Rua do Pavilhão nº 27,Braga,
4730-598,Braga,1018,Turiz,agrp1018@gmail.com,41.6362677,-8.4563083,Turiz VVD,Lugar de Telheirinhas,Vila Verde,http://www.1018.pt.vu
4810-781,Braga,1019,Pinheiro,pinheiro1019@gmail.com,41.4148732,-8.2836946,Pinheiro GMR,"Rua da Igreja, 202",Guimarães,
4800-227,Braga,1020,Atães,cne-ataes@clix.pt,41.4657344,-8.2475196,Atães GMR,"Residência Paroquial de Atães - Paróquia de Atães, R. Santa Maria",Guimarães,
3830-000,Aveiro,1021,Praia da Barra,agr1021@hotmail.com,40.6363737,-8.7004614,Gafanha da Nazaré,Paróquia da Sagrada Família,,
2460-781,Lisboa,1022,Vimeiro,geral.1022@escutismo.pt,39.4736756,-9.0165944,Vimeiro Acb,Rua Professor José Fernandes de Almeida,Oeste,
2660-405,Lisboa,1023,São Julião Tojal,agrupamento1023@gmail.com,38.8577409,-9.1319138,São Julião Tojal,Largo Igreja,Moinhos de Vento,
3830-524,Aveiro,1024,Gafanha da Encarnação,josecarapelho@gmail.com,40.6195148,-8.733737399999999,Gafanha da Encarnação,Rua Padre António Diogo,,
4920-111,Viana Castelo,1028,Reboreda,machado.adc@sapo.pt,41.9428454,-8.740802499999999,Vila Nova de Cerveira,Lugar São João,,
3500-629,Viseu,1029,Ranhados,geral@agr1029.cne-escutismo.pt,40.6416707,-7.9061942,Ranhados - Viseu,"Rua das Lages, 30",,
4589-907,Porto,1030,Rebordosa,geral.1030@escutismo.pt,41.2231636,-8.4047921,Rebordosa,Rua da Igreja Velha,Este,
3560-130,Viseu,1032,São Miguel de Vila Boa,miguelalmeidasousa@sapo.pt,40.699485,-7.750237,São Miguel de Vila Boa,Centro Cultural de São Miguel de Vila Boa,,
9675-033,Açores,1033,Furnas,medeirossu@hotmail.com,37.772154,-25.307308,Furnas,Av. Conselheiro Pereira de Athayde (Antiga Escola Primária),São Miguel,
3530-342,Viseu,1034,Santiago de Cassurrães,carlos.m.sequeira@gmail.com,40.5715983,-7.7142852,Santiago de Cassurrães,"Travessa do Celeiro, 6",,http://cne1034.planetaclix.pt/
3150-151,Coimbra,1035,Condeixa-a-Nova,geral@agr1035.cne-escutismo.pt,40.1198915,-8.497324800000001,Condeixa-a-Nova,"Urbanização Balcões da Caneira, Lote 1 r/c n/n",Mondego-Sul,
3050-000,Coimbra,1036,Barcouço,geral@agr1036.cne-escutismo.pt,40.3352392,-8.4221933,Barcouço,Rua da Igreja,Centro-Norte,
3050-343,Coimbra,1037,Sant'Ana - Mealhada,geral.1037@escutismo.pt,40.3784627,-8.453485299999999,Mealhada,"Avª Dr. Manuel Louzada, 15",Centro-Norte,
4580-670,Porto,1039,Vilela,geral@agr1039.cne-escutismo.pt,41.2349858,-8.3886135,Vilela - Paredes,Lugar do Mosteiro,Este,
2000-716,Santarém,1040,Vale de Figueira,geral.1040@escutismo.pt,39.3009384,-8.627062799999999,Vale de Figueira,Rua 25 de Abril - Igreja Paroquial,,
2420-085,Leiria,1041,Caranguejeira,geral.1041@escutismo.pt,39.74776629999999,-8.693068499999999,CARANGUEJEIRA,"Beco do Ameal, 4",,
4815-434,Braga,1043,São João de Vizela,cnesjoao1043vizela@gmail.com,41.3744769,-8.3073721,Vizela,"Rua Joaquim Pinto, 333",Guimarães,
4830-695,Braga,1044,Tabuaças,geral@agr1044.cne-escutismo.pt,41.6045361,-8.2189019,Serzedelo PVL,"Rua Senhora da Conceição, 842",Vieira do Minho,
3750-721,Aveiro,1045,Recardães,geral@agr1045.cne-escutismo.pt,40.5628333,-8.462844499999999,Recardães,Rua da Junta - Póvoa da Igreja,,
4775-441,Braga,1046,Santa Maria de Nine,agrupamento1046@gmail.com,41.4601907,-8.5425238,Nine,Rua de Caparosa nº 47,Famalicão,
3700-875,Porto,1048,Romariz,geral.1048@escutismo.pt,40.9402211,-8.444580699999999,Romariz,"Rua Eça Queirós, nº 321",Terras de Santa Maria,
1000-074,Lisboa,1050,São João Deus,xanamatos@yahoo.com,38.7403222,-9.138269599999999,Lisboa,Rua Brás Pacheco Nº 4,Oriental,
8125-911,Algarve,1052,Quarteira,geral.1052@escutismo.pt,37.0716141,-8.102027699999999,Quarteira,Igreja de São Pedro do Mar,,http://www.agr1052.cne-escutismo.pt/
2200-076,Portalegre-Castelo Branco,1053,Alferrarede,geral.1053@escutismo.pt,39.4785544,-8.1659863,Alferrarede Velha,Rua da Catraia - S/N,,
2425-617,Leiria,1054,Monte Redondo,geral.1054@escutismo.pt,39.895179,-8.834035099999999,Monte Redondo,Rua Cónego Gois,,
5360-360,Bragança,1055,S. Bartolomeu de Vila Flor,agrupamento1055@gmail.com,41.3082814,-7.1534675,Vila Flor,Agrupamento 1055 S. Bartolomeu,,
4730-272,Braga,1058,Loureira,geral.1058@escutismo.pt,41.6290996,-8.428834,Loureira,Rua Santa Eulália n.º 310,Vila Verde,
4830-671,Braga,1059,São João Rei,caminheiros@live.com.pt,41.6224554,-8.291854599999999,Póvoa Lanhoso,Rua das Antas,Póvoa de Lanhoso,
4705-473,Braga,1060,Escudeiros,adrianacunha.cne@hotmail.com,41.5405931,-8.4576587,Braga,Rua do Assento,Braga,
4580-402,Porto,1061,Gondalães,geral.1061@escutismo.pt,41.2277993,-8.3351679,Paredes,Lugar do Vilar,Este,http://ag1061gondalaes.blogspot.com/
3505-435,Viseu,1063,Fragosela,geral.1063@escutismo.pt,40.6353584,-7.858257,Viseu,Igreja Paroquial de Fragosela,,
9900-082,Açores,1064,N. S. da Conceição,geral@agr1064.cne-escutismo.pt,38.5443818,-28.6237919,Horta,"Calçada Conceição, 7 B",Faial,www.agr1064.cne-escutismo.pt
9555-000,Açores,1065,São Sebastião - Ginetes,cne1065ginetes@gmail.com,37.849824,-25.838756,Ginetes,"Rua da Canada, Nº 57",São Miguel,
2530-642,Lisboa,1066,Ribamar,geral.1066@escutismo.pt,39.1974048,-9.3302893,Ribamar,Rua dos Escuteiros (Agrupamento 1066),Oeste,
3050-431,Coimbra,1067,Pampilhosa,geral@agr1067.cne-escutismo.pt,40.3355886,-8.42681,Pampilhosa,"Rua dos Bombeiros, 11",Centro-Norte,
4620-314,Porto,1069,Macieira,cne1069macieira@gmail.com,41.2726615,-8.284194899999999,Macieira,"Rua do Pedroso, 391",Este,
7630-185,Beja,1070,Odemira,geral@agr1070.cne-escutismo.pt,37.5954594,-8.640401799999999,Odemira,"Travessa do Botequim, 1",,
7900-909,Beja,1071,Ferreira do Alentejo,geral@agr1071.cne-escutismo.pt,38.0593873,-8.114071299999999,Ferreira do Alentejo,Salão Paroquial da Igreja Matriz de N.Srª.da Assunção,,
4570-414,Braga,1072,São Pedro de Rates,geral.1072@escutismo.pt,41.42422639999999,-8.672245900000002,Rates,Edificio da Ex-Estação da C.P.,Cego do Maio,
2025-601,Santarém,1073,Gançaria,geral.1073@escutismo.pt,39.40638939999999,-8.8774769,Gançaria,Rua N. Sra. da Saúde Antiga Escola Primária,,
2430-000,Leiria,1076,Vieira de Leiria,geral.1076@escutismo.pt,39.8501898,-8.957657099999999,Vieira de Leiria,Vila Palmira,,
2425-039,Leiria,1077,Monte Real,geral.1077@escutismo.pt,39.8512669,-8.8659544,Monte Real,"Rua de Leiria, 2",,
2435-116,Leiria,1078,Caxarias,ca.1078@escutismo.pt,39.7139734,-8.5264735,Caxarias,"Rua dos Pisões, 91",,http://agr1078caxarias.com/
3360-180,Coimbra,1079,Penacova,geral.1079@escutismo.pt,40.2704883,-8.28054,Penacova,"Rua da Escola, nº1",Centro-Norte,http://agr1079.cne-escutismo.pt
6164-909,Portalegre-Castelo Branco,1080,Oleiros,geral.1080@escutismo.pt,39.9230029,-7.9128901,Oleiros,Rua do Campo de Futebol,,http://www.cne1080oleiros.web.pt/
9300-066,Madeira,1082,Santa Cecília,geral@agr1082.cne-escutismo.pt,32.6553591,-16.97097,Câmara Lobos,"Rua Frei Pedro da Guarda, 24",,http://agr1082.blogspot.com/
9900-401,Açores,1083,Flamengos,geral@agr1083.cne-escutismo.pt,38.55176,-28.650656,Horta,Rua da Travessa,Faial,
3750-791,Aveiro,1084,Trofa,geral.1084@escutismo.pt,40.6098679,-8.4728594,Trofa do Vouga,Rua D. Duarte Lemos - Residência Paroquial,,
7200-999,Évora,1085,Reguengos de Monsaraz,agrupamento1085@gmail.com,38.4250511,-7.528504700000001,Reguengos de Monsaraz,Bairro Padre Américo,,
3040-692,Coimbra,1086,Palheira,geral.1086@escutismo.pt,40.1591822,-8.431162799999999,Assafarge,"Rua Nova,  n.º 2",Mondego-Sul,
4760-760,Braga,1087,Vilarinho das Cambas,marlenemesquitamaia@gmail.com,41.4151584,-8.442508,Vila Nova de Famalicão,"Rua da Saudade, 45 - R/c",Famalicão,
3810-089,Aveiro,1088,São Bernardo,geral.1088@escutismo.pt,40.6190659,-8.6235809,Aveiro,"Rua Cónego Maio, Largo da Igreja",,
4815-096,Braga,1092,Infias,geral.1092@escutismo.pt,41.3953367,-8.312829299999999,Infias GMR,Rua Portos Junior,Guimarães,http://www.1092-infias.pt.vu/
2200-152,Portalegre-Castelo Branco,1093,Chainça,geral.1093@escutismo.pt,39.4621054,-8.1986484,Abrantes,"Rua da Igreja, Edificio ""Escola velha"", nº 466",,
4620-366,Porto,1095,Meinedo,agrup1095meinedo@sapo.pt,41.28665549999999,-8.275811599999999,Lousada,"Centro Paroquial de Meinedo
Rua da Igreja , nº 390",Este,
4660-227,Lamego,1096,Resende,geral.1096@escutismo.pt,41.1287662,-7.8848667,Resende,Lugar da Igreja,,
2460-532,Lisboa,1097,Maiorga,1097_maiorga@iol.pt,39.5859675,-8.9763082,Maiorga,"Rua 25 de Abril ( Salão Paroquial), Largo da Igreja",Oeste,
9900-323,Açores,1098,Castelo Branco,geral@agr1098.cne-escutismo.pt,38.537695,-28.742766,Horta,"Calço do Ferreira, Lombega",Faial,www.agr1098.cne-escutismo.pt/
3720-508,Porto,1099,Santiago de Riba-Ul,geral.1099@escutismo.pt,40.8673893,-8.4974889,SANTIAGO DE RIBA-UL,"Largo da Igreja, Nº 1",Terras de Santa Maria,http://www.agr1099.cne-escutismo.pt
1990-421,Lisboa,1100,Parque das Nações,geral.1100@escutismo.pt,38.7838445,-9.0944261,Lisboa,Passeio do Levante Lote 4.81.01,Moinhos de Vento,http://agr1100.cne-escutismo.pt/
7100-704,Évora,1101,Veiros,espadaluis@gmail.com,38.77129420000001,-7.503142599999999,Estremoz,Lardo da Igreja Matriz,,
3750-351,Aveiro,1102,Santo André - Barrô,danielcardoso54@gmail.com,40.5318611,-8.4649649,Barrô,Barrô - Águeda,,http://paroquiabarro.no.ip.org
2640-092,Lisboa,1103,Santo Isidoro,geral.1103@escutismo.pt,38.9944609,-9.4007022,Santo Isidoro Mfr,Rua da Igreja,Oeste,http://www.agr1103.cne-escutismo.pt
4200-325,Porto,1104,Paranhos,geral.1104@escutismo.pt,41.173866,-8.6058339,Porto,Igreja de Paranhos,Cid. Porto,
4100-280,Porto,1105,Ramalde,geral.1105@escutismo.pt,41.168537,-8.6474426,Porto,Rua da Igreja de Ramalde (salão anexo),Cid. Porto,
3510-094,Viseu,1106,Coração de Jesus,geral.1106@escutismo.pt,40.6579635,-7.920285100000001,Viseu,Rua Nossa Senhora de Fátima,,
8970-066,Algarve,1107,Alcoutim,geral.1107@escutismo.pt,37.47448990000001,-7.4743066,Alcoutim,"Rua de Timor - Bloco 1, Nº 4",,
4820-440,Braga,1108,Freitas,agrupamento1108freitas@hotmail.com,41.5127248,-8.210579899999999,Fafe,Freitas,Fafe,
4830-271,Braga,1109,Garfe,saa@arriva.pt,41.53748050000001,-8.241049799999999,Garfe,Lugar da Igreja - Garfe,Póvoa de Lanhoso,
4850-294,Braga,1110,Rossas,geral@agr1110.cne-escutismo.pt,41.6343218,-8.141619799999999,Vieira do Minho,"Rua da Igreja Matriz, 1555",Vieira do Minho,
2005-016,Santarém,1111,Várzea,joao_a_coelho@sapo.pt,39.2889531,-8.7392831,varzea STR,Casa Paroquial - Outeiro da Várzea,,
2425-000,Leiria,1112,Souto da Carpalhosa,geral.1112@escutismo.pt,39.8487343,-8.835172799999999,Souto da Carpalhosa,"Rua do Passal, 124",,http://agrupamento1112.no.sapo.pt/
4500-473,Porto,1114,Anta,geral.1114@escutismo.pt,41.0062108,-8.6246843,Anta,Largo da Igreja,Douro Sul,
5470-000,Vila Real,1115,Montalegre,geral@agr1115.cne-escutismo.pt,41.8230915,-7.788912699999999,MONTALEGRE,Avenida General Humberto Delgado,,
3850-588,Aveiro,1116,Branca,alsr@sapo.pt,40.7682328,-8.473705799999999,Branca ALB,Souto,,
2910-092,Setúbal,1117,Setúbal,geral@agr1117.cne-escutismo.pt,38.5232998,-8.8852201,Setúbal,Igreja de São Sebastião - Largo São Domingos,,http://agr1117.cne-escutismo.pt/
2900-000,Setúbal,1118,São Paulo,geral@agr1118.cne-escutismo.pt,38.5364868,-8.894639399999999,Setúbal,Praceta Florbela Espanca,,http://agr1118.cne-escutismo.pt
2070-909,Santarém,1120,Cartaxo,geral@agr1120.cne-escutismo.pt,39.1612953,-8.790644799999999,Cartaxo,Largo Valverde,,www.agr1120.cne-escutismo.pt
7000-202,Évora,1121,Giesteira,antonioazinheira@hotmail.com,38.5816962,-8.099088,S. Sebastião da Giesteira,"Centro Paroquial - Largo Igreja, 1",,
9500-614,Açores,1122,Livramento,agr1122livramento@gmail.com,37.754787,-25.610908,Ponta Delgada,"Rua Pe. Domingos da Silva Costa, 18",São Miguel,
2080-346,Santarém,1123,Benfica do Ribatejo,cne1123benfica@gmail.com,39.1437774,-8.682578299999999,Benfica do Ribatejo,Santa Marta,,Rua de Santa Marta
3630-225,Lamego,1125,Penedono,geral@agr1125.cne-escutismo.pt,40.9871001,-7.394445299999999,Penedono,Av. Adriano de Almeida,,
2740-000,Lisboa,1126,Porto Salvo,agr.1126@cnejnbarra.com,38.7260913,-9.306282299999999,Porto Salvo,Igreja Nossa Senhora Porto Salvo,Barra,http://cneportosalvo.no.sapo.pt/
2135-301,Évora,1127,Samora Correia,cneagrup1127@gmail.com,38.9375783,-8.8694069,Samora Correia,"Travessa da Esperança, 16",,
2605-037,Lisboa,1128,Belas,geral.1128@escutismo.pt,38.7765919,-9.2641533,Belas,"Avenida Dr. Leão de Oliveira, Nº 1 e 3",Serra da Lua,www.agr1128.cne-escutismo.pt
4815-037,Braga,1129,São Martinho do Conde,agrupamento1129@gmail.com,41.3909314,-8.3336583,Conde GMR,Rua 9 Novembro,Guimarães,https://sites.google.com/site/agru1129
4805-448,Braga,1130,Briteiros,geral.1130@escutismo.pt,41.5215877,-8.3230199,Briteiros São Salvador,Rua Ruival - Briteiros,Guimarães,
4800-209,Braga,1132,Rendufe,geral.1132@escutismo.pt,41.4774355,-8.231365,Rendufe GMR,"Travessa da Escola, 151",Guimarães,
9500-313,Açores,1133,São Pedro,cne_agr1133@sapo.pt,37.745959,-25.652299,Ponta Delgada,"Rua do Espírito Santo (edifício polivalente, 1.º andar)",São Miguel,
2710-518,Lisboa,1134,Sintra,geral.1134@escutismo.pt,38.8028687,-9.3816589,Sintra,Av. Adriano Júlio Pinheiro - Igreja de S. Miguel,Serra da Lua,
2815-776,Setúbal,1135,Sobreda_Paróquia Nª Srª do Livramento,geral.1135@escutismo.pt,38.6474573,-9.1947215,Sobreda,Rua Jaime Ferreira Dias_ex. Escola Primária,,
2425-341,Leiria,1136,Carvide,geral.1136@escutismo.pt,39.8586112,-8.890965999999999,Carvide,"Rua Ten. Cor. Joaquim Duarte Alves, Nº 380",,http://www.agr1136.cne-escutismo.pt
9545-226,Açores,1138,Fenais da Luz,jose.mendonca@bensaude.pt,37.826276,-25.639243,Fenais da Luz,"Rua da Cidade, 35",São Miguel,
2150-152,Santarém,1139,Golegã,geral.1139@escutismo.pt,39.4047966,-8.4880572,Golegã,R. S. Lourenço - Salão Paroquial,,
2350-073,Santarém,1140,Chancelaria,veljaime@gmail.com,39.5531915,-8.556824299999999,Chancelaria,Rua Nossa Senhora Fátima 3,,http://www.agr1140.cne-escutismo.pt
6230-078,Guarda,1141,Alpedrinha,geral.1141@escutismo.pt,40.0994073,-7.467902799999999,Alpedrinha,Salão Paroquial - Rua Cónego Fazenda,,
2435-462,Leiria,1142,Olival,geral.1142@escutismo.pt,39.7119785,-8.6036684,Olival VNO,"Beco do Matadouro, 6",,
3770-059,Aveiro,1143,Oiã,geral@agr1143.cne-escutismo.pt,40.5431227,-8.538526599999999,Oiã,"Edifício da Casa do Povo, Rua 30 de Junho, n.º 8",,http://agr1143.cne-escutismo.pt
9600-053,Açores,1144,Pico da Pedra,cne_agr1144@sapo.pt,37.803445,-25.61546,PICO DA PEDRA,"Avenida da Paz, 22A",São Miguel,
3850-413,Aveiro,1145,Angeja,geral@agr1145.cne-escutismo.pt,40.69532239999999,-8.577596,Angeja,Rua do Comércio Nº16,,https://www.facebook.com/CNE1145
5090-133,Vila Real,1147,Murça,carinaisabelsantosmarques_23@hotmail.com,41.4058012,-7.4530179,MURÇA,Rua Dr. Fernão de Magalhães Gonçalves,,
5460-301,Vila Real,1148,Boticas,geral.1148@escutismo.pt,41.6903824,-7.6693463,BOTICAS,Centro Cultural Olimpio AndréLargo da Senhora da Livração,,www.facebook.pt/EscuteirosBoticasAgrup
4775-000,Braga,1150,Silveiros,geral.1150@escutismo.pt,41.46551770000001,-8.577596,Silveiros,Rua Comendadora Maria Eva Corrêa,Barcelos,http://cne1150.no.sapo.pt/
4705-645,Braga,1151,Trandeiras,agrup1151@gmail.com,41.497262,-8.417242699999999,Trandeiras,"Rua da Boavista, 1A",Braga,
9900-361,Açores,1152,Feteira,geral@agr1152.cne-escutismo.pt,38.5266937,-28.6760628,Feteira - Faial - Açores,"Rua da Igreja, 24, R/chão",Faial,
4620-879,Porto,1154,Lustosa,geral.1154@escutismo.pt,41.28679229999999,-8.243343599999999,Lousada,Alameda da Igreja nº 214,Norte,
4580-460,Porto,1155,Lordelo,geral.1155@escutismo.pt,37.7652065,-122.2416355,Lordelo PRD,Alameda de São Salvador de Lordelo,Este,
3500-810,Viseu,1156,Rio de Loba,geral@agr1156.cne-escutismo.pt,40.6648883,-7.8790149,Rio de Loba - Viseu,"Largo da Igreja, 50",,http://agr1156.cne-escutismo.pt/
